fill	x	y	xmin	xmax	ymin	ymax
#4A4A4A	2.5	1	2.375	2.625	0.875	1.125
#646464	2.75	1	2.625	2.875	0.875	1.125
#C5C5C5	3.5	2.75	3.375	3.625	2.625	2.875
#C5C5C5	4	3.5	3.875	4.125	3.375	3.625
#4A4A4A	1.75	0	1.625	1.875	-0.125	0.125
#FFFFFF	4	3.25	3.875	4.125	3.125	3.375
#FFFFFF	3.75	3.25	3.625	3.875	3.125	3.375
#C5C5C5	3.25	2	3.125	3.375	1.875	2.125
#C5C5C5	3	1	2.875	3.125	0.875	1.125
#C5C5C5	3	2	2.875	3.125	1.875	2.125
#FFFFFF	3.75	2.5	3.625	3.875	2.375	2.625
#444444	2.25	0	2.125	2.375	-0.125	0.125
#646464	2	1	1.875	2.125	0.875	1.125
#7C7C7C	2.25	1	2.125	2.375	0.875	1.125
#8E8E8E	1.75	1	1.625	1.875	0.875	1.125
#FFFFFF	4.5	4.5	4.375	4.625	4.375	4.625
#2F2F2F	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	2.75	0	2.625	2.875	-0.125	0.125
#FFFFFF	1.25	1	1.125	1.375	0.875	1.125
#646464	2	0	1.875	2.125	-0.125	0.125
#C5C5C5	1.5	1	1.375	1.625	0.875	1.125
#7C7C7C	1	1	0.875	1.125	0.875	1.125
#A4A4A4	2.5	0	2.375	2.625	-0.125	0.125
#525252	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	2.25	1.5	2.125	2.375	1.375	1.625
#C5C5C5	2.75	1.5	2.625	2.875	1.375	1.625
#6F6F6F	1	0	0.875	1.125	-0.125	0.125
#C5C5C5	0.75	1.5	0.625	0.875	1.375	1.625
#5A5A5A	0.75	0	0.625	0.875	-0.125	0.125
#A4A4A4	0.75	1	0.625	0.875	0.875	1.125
#2F2F2F	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	0.25	1	0.125	0.375	0.875	1.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#4A4A4A	0.25	0	0.125	0.375	-0.125	0.125
#C5C5C5	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	3.25	1	3.125	3.375	0.875	1.125
#FFFFFF	0.5	1	0.375	0.625	0.875	1.125
