fill	x	y	xmin	xmax	ymin	ymax
#242424	0.5	0	0.375	0.625	-2.5	2.5
#121212	0.25	0	0.125	0.375	-2.5	2.5
#7A7A7A	-1.75	0	-1.875	-1.625	-2.5	2.5
#3A3A3A	0.75	0	0.625	0.875	-2.5	2.5
#8D8D8D	-3	0	-3.125	-2.875	-2.5	2.5
#A3A3A3	-3.5	0	-3.625	-3.375	-2.5	2.5
#121212	-0.25	0	-0.375	-0.125	-2.5	2.5
#4D4D4D	-1	0	-1.125	-0.875	-2.5	2.5
#5E5E5E	1.25	0	1.125	1.375	-2.5	2.5
#6B6B6B	-2.25	0	-2.375	-2.125	-2.5	2.5
#979797	3.5	0	3.375	3.625	-2.5	2.5
#252525	-0.5	0	-0.625	-0.375	-2.5	2.5
#B3B3B3	4	0	3.875	4.125	-2.5	2.5
#828282	1.75	0	1.625	1.875	-2.5	2.5
#4F4F4F	1	0	0.875	1.125	-2.5	2.5
#A8A8A8	-4	0	-4.125	-3.875	-2.5	2.5
#A1A1A1	2.25	0	2.125	2.375	-2.5	2.5
#777777	2.5	0	2.375	2.625	-2.5	2.5
#717171	-1.5	0	-1.625	-1.375	-2.5	2.5
#C6C6C6	4.25	0	4.125	4.375	-2.5	2.5
#B3B3B3	-4.25	0	-4.375	-4.125	-2.5	2.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#3B3B3B	-0.75	0	-0.875	-0.625	-2.5	2.5
#5F5F5F	-1.25	0	-1.375	-1.125	-2.5	2.5
#CECECE	2.75	0	2.625	2.875	-2.5	2.5
#7C7C7C	1.5	0	1.375	1.625	-2.5	2.5
#B8B8B8	-2.5	0	-2.625	-2.375	-2.5	2.5
#CACACA	-4.5	0	-4.625	-4.375	-2.5	2.5
#D3D3D3	4.5	0	4.375	4.625	-2.5	2.5
#9F9F9F	2	0	1.875	2.125	-2.5	2.5
#B1B1B1	-4.75	0	-4.875	-4.625	-2.5	2.5
#6E6E6E	-0.75	5	-0.875	-0.625	2.5	7.5
#FFFFFF	2.5	5	2.375	2.625	2.5	7.5
#ECECEC	4.75	5	4.625	4.875	2.5	7.5
#C6C6C6	-2.5	5	-2.625	-2.375	2.5	7.5
#8F8F8F	-2	0	-2.125	-1.875	-2.5	2.5
#BABABA	3	0	2.875	3.125	-2.5	2.5
#ECECEC	5.25	5	5.125	5.375	2.5	7.5
#B0B0B0	-2.75	0	-2.875	-2.625	-2.5	2.5
#818181	-1.25	5	-1.375	-1.125	2.5	7.5
#B3B3B3	0.5	5	0.375	0.625	2.5	7.5
#838383	1	5	0.875	1.125	2.5	7.5
#6C6C6C	-1	5	-1.125	-0.875	2.5	7.5
#909090	1.25	5	1.125	1.375	2.5	7.5
#ECECEC	-5.5	5	-5.625	-5.375	2.5	7.5
#ECECEC	3.75	5	3.625	3.875	2.5	7.5
#939393	-1.5	5	-1.625	-1.375	2.5	7.5
#FFFFFF	5.5	5	5.375	5.625	2.5	7.5
#949494	0.75	5	0.625	0.875	2.5	7.5
#FFFFFF	-3	5	-3.125	-2.875	2.5	7.5
#FFFFFF	-2.75	5	-2.875	-2.625	2.5	7.5
#A3A3A3	-0.5	5	-0.625	-0.375	2.5	7.5
#AEAEAE	1.5	5	1.375	1.625	2.5	7.5
#CECECE	1.75	5	1.625	1.875	2.5	7.5
#CECECE	-5.25	5	-5.375	-5.125	2.5	7.5
#FFFFFF	3.25	5	3.125	3.375	2.5	7.5
#ECECEC	2	5	1.875	2.125	2.5	7.5
#D9D9D9	-3.25	5	-3.375	-3.125	2.5	7.5
#C6C6C6	-2.25	5	-2.375	-2.125	2.5	7.5
#ECECEC	5	5	4.875	5.125	2.5	7.5
#FFFFFF	3.5	5	3.375	3.625	2.5	7.5
#D9D9D9	2.25	5	2.125	2.375	2.5	7.5
#FFFFFF	-0.25	5	-0.375	-0.125	2.5	7.5
#B1B1B1	-1.75	5	-1.875	-1.625	2.5	7.5
#878787	1.25	75	1.125	1.375	72.5	77.5
#8B8B8B	1.25	65	1.125	1.375	62.5	67.5
#898989	1.25	50	1.125	1.375	47.5	52.5
#8C8C8C	1.25	45	1.125	1.375	42.5	47.5
#767676	1	15	0.875	1.125	12.5	17.5
#585858	1.25	20	1.125	1.375	17.5	22.5
#787878	1	10	0.875	1.125	7.5	12.5
#797979	1	20	0.875	1.125	17.5	22.5
#616161	1.25	30	1.125	1.375	27.5	32.5
#595959	1.25	25	1.125	1.375	22.5	27.5
#A6A6A6	1	30	0.875	1.125	27.5	32.5
#D3D3D3	1.5	45	1.375	1.625	42.5	47.5
#5E5E5E	1.25	15	1.125	1.375	12.5	17.5
#787878	1.5	20	1.375	1.625	17.5	22.5
#8E8E8E	1	25	0.875	1.125	22.5	27.5
#747474	1.5	25	1.375	1.625	22.5	27.5
#818181	1.5	30	1.375	1.625	27.5	32.5
#717171	1.25	35	1.125	1.375	32.5	37.5
#828282	1.5	15	1.375	1.625	12.5	17.5
#747474	1.25	10	1.125	1.375	7.5	12.5
#828282	1.25	70	1.125	1.375	67.5	72.5
#7C7C7C	1.25	40	1.125	1.375	37.5	42.5
#A9A9A9	1.5	40	1.375	1.625	37.5	42.5
#909090	1.5	35	1.375	1.625	32.5	37.5
#8B8B8B	1.25	55	1.125	1.375	52.5	57.5
#898989	1.25	60	1.125	1.375	57.5	62.5
#D3D3D3	1.75	35	1.625	1.875	32.5	37.5
#C0C0C0	1.75	20	1.625	1.875	17.5	22.5
#989898	1.5	10	1.375	1.625	7.5	12.5
#ECECEC	1.25	80	1.125	1.375	77.5	82.5
#CECECE	1.75	10	1.625	1.875	7.5	12.5
#C6C6C6	1.75	15	1.625	1.875	12.5	17.5
#C0C0C0	1	40	0.875	1.125	37.5	42.5
#ECECEC	2	15	1.875	2.125	12.5	17.5
#E1E1E1	2	10	1.875	2.125	7.5	12.5
#FFFFFF	2	25	1.875	2.125	22.5	27.5
#ECECEC	2	20	1.875	2.125	17.5	22.5
#C3C3C3	1.75	25	1.625	1.875	22.5	27.5
#C6C6C6	1.75	30	1.625	1.875	27.5	32.5
#B0B0B0	1	35	0.875	1.125	32.5	37.5
#E1E1E1	1	50	0.875	1.125	47.5	52.5
#ECECEC	1.5	50	1.375	1.625	47.5	52.5
#FFFFFF	2	30	1.875	2.125	27.5	32.5
#ECECEC	0.75	10	0.625	0.875	7.5	12.5
#FFFFFF	1.5	55	1.375	1.625	52.5	57.5
#ECECEC	1	45	0.875	1.125	42.5	47.5
#FFFFFF	1	60	0.875	1.125	57.5	62.5
#FFFFFF	1	55	0.875	1.125	52.5	57.5
#E1E1E1	2.75	5	2.625	2.875	2.5	7.5
#FFFFFF	1	65	0.875	1.125	62.5	67.5
#FFFFFF	-5	5	-5.125	-4.875	2.5	7.5
#7A7A7A	-1	25	-1.125	-0.875	22.5	27.5
#757575	-0.75	10	-0.875	-0.625	7.5	12.5
#666666	-1.25	15	-1.375	-1.125	12.5	17.5
#525252	-1	10	-1.125	-0.875	7.5	12.5
#787878	-1.25	10	-1.375	-1.125	7.5	12.5
#A6A6A6	-1	50	-1.125	-0.875	47.5	52.5
#A5A5A5	-1	60	-1.125	-0.875	57.5	62.5
#979797	-1.25	40	-1.375	-1.125	37.5	42.5
#909090	-1.25	35	-1.375	-1.125	32.5	37.5
#787878	-1.25	25	-1.375	-1.125	22.5	27.5
#565656	-1	15	-1.125	-0.875	12.5	17.5
#A8A8A8	-1.5	10	-1.625	-1.375	7.5	12.5
#E1E1E1	-2	5	-2.125	-1.875	2.5	7.5
#919191	-1.25	70	-1.375	-1.125	67.5	72.5
#8C8C8C	-1.25	65	-1.375	-1.125	62.5	67.5
#A1A1A1	-1.25	60	-1.375	-1.125	57.5	62.5
#A0A0A0	-1.25	50	-1.375	-1.125	47.5	52.5
#6A6A6A	-1	20	-1.125	-0.875	17.5	22.5
#8D8D8D	-1	30	-1.125	-0.875	27.5	32.5
#838383	-1.25	30	-1.375	-1.125	27.5	32.5
#AEAEAE	-1.5	20	-1.625	-1.375	17.5	22.5
