group	fill	colour	clickSelects
1	#FFFFFF	#D3D3D3	11
2	#FFFFFF	#D3D3D3	11
3	#FFFFFF	#D3D3D3	11
4	#FFFFFF	#D3D3D3	11
5	#FFFFFF	#D3D3D3	11
6	#FFFFFF	#D3D3D3	11
7	#FFFFFF	#D3D3D3	11
8	#FFFFFF	#D3D3D3	11
9	#FFFFFF	#D3D3D3	11
10	#FFFFFF	#D3D3D3	46
11	#FFFFFF	#D3D3D3	11
12	#FFFFFF	#D3D3D3	11
13	#FFFFFF	#D3D3D3	11
14	#FFFFFF	#D3D3D3	11
15	#FFFFFF	#D3D3D3	11
16	#FFFFFF	#D3D3D3	11
17	#FFFFFF	#D3D3D3	29
18	#FFFFFF	#D3D3D3	11
19	#FFFFFF	#D3D3D3	29
20	#FFFFFF	#D3D3D3	11
21	#FFFFFF	#D3D3D3	11
22	#FFFFFF	#D3D3D3	11
23	#FFFFFF	#D3D3D3	11
24	#FFFFFF	#D3D3D3	11
25	#FFFFFF	#D3D3D3	11
26	#FFFFFF	#D3D3D3	29
27	#FFFFFF	#D3D3D3	29
28	#FFFFFF	#D3D3D3	29
29	#FFFFFF	#D3D3D3	29
30	#FFFFFF	#D3D3D3	29
31	#FFFFFF	#D3D3D3	29
32	#FFFFFF	#D3D3D3	29
33	#FFFFFF	#D3D3D3	29
34	#FFFFFF	#D3D3D3	29
35	#FFFFFF	#D3D3D3	29
36	#FFFFFF	#D3D3D3	11
37	#FFFFFF	#D3D3D3	29
38	#FFFFFF	#D3D3D3	29
39	#FFFFFF	#D3D3D3	29
40	#FFFFFF	#D3D3D3	29
41	#FFFFFF	#D3D3D3	29
42	#FFFFFF	#D3D3D3	29
43	#FFFFFF	#D3D3D3	29
44	#FFFFFF	#D3D3D3	29
45	#FFFFFF	#D3D3D3	29
46	#FFFFFF	#D3D3D3	11
47	#FFFFFF	#D3D3D3	11
48	#FFFFFF	#D3D3D3	11
49	#FFFFFF	#D3D3D3	11
50	#FFFFFF	#D3D3D3	11
51	#FFFFFF	#D3D3D3	11
52	#FFFFFF	#D3D3D3	11
53	#FFFFFF	#D3D3D3	11
54	#FFFFFF	#D3D3D3	11
55	#FFFFFF	#D3D3D3	11
56	#FFFFFF	#D3D3D3	11
57	#FFFFFF	#D3D3D3	11
58	#FFFFFF	#D3D3D3	11
59	#FFFFFF	#D3D3D3	11
60	#FFFFFF	#D3D3D3	11
61	#FFFFFF	#D3D3D3	46
62	#FFFFFF	#D3D3D3	11
63	#FFFFFF	#D3D3D3	46
64	#FFFFFF	#D3D3D3	11
65	#FFFFFF	#D3D3D3	11
66	#FFFFFF	#D3D3D3	11
67	#FFFFFF	#D3D3D3	11
68	#FFFFFF	#D3D3D3	29
69	#FFFFFF	#D3D3D3	29
70	#FFFFFF	#D3D3D3	29
71	#FFFFFF	#D3D3D3	11
72	#FFFFFF	#D3D3D3	11
